,id,year,week,inventory_doc,material,designation,type,unit,division,store,supplier,theoritical_quantity,entred_quantity,deviation,deviation_cost,dev,date_catchment,corrected_by,catchment,delete,refecrence_inventory,inventory_number,Tys,company,currency,rate,deviation_cost_euro,week_date_cpt,year_date_cpt
0,2677253,2022,39,100791030,IS0001018S,01APP32041RT25M03202B,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
1,2677287,2022,39,100791030,IS0001021S,01APP320602811L02,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
2,2677957,2022,39,100791030,IS0001063S,01C0A30212R12A1001,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
3,2678337,2022,39,100791030,IS0001088S,01C0A30222G24A7001,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
4,2678767,2022,39,100775819,IS0001120S,01C0A30808RE638,CA,U,2010,2001,,28.00,28.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
5,2679265,2022,39,100775819,IS0001159S,01C0A310FC20,CA,U,2010,2001,,191.00,191.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
6,2679341,2022,39,100775819,IS0001163S,01C0A3682FC20,CA,U,2010,2001,,175.00,175.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
7,2680324,2022,39,100775819,IS0001230S,01C0A513CHE51D7L,CA,U,2010,2001,,3.00,3.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
8,2680371,2022,39,100766029,IS0001232S,01C0A513CHE61C7L,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
9,2680544,2022,39,100766029,IS0001242S,01C0A54143FC20,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
10,2682810,2022,39,100766029,IS0001391S,01C0A541485717A7H,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
11,2682864,2022,39,100766029,IS0001395S,01C0A541485817A7H,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
12,2682963,2022,39,100775819,IS0001402S,01C0A541485911A7C,CA,U,2010,2001,,109.00,109.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
13,2683125,2022,39,100766029,IS0001419S,01C0A54148FC08,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
14,2683157,2022,39,100775819,IS0001420S,01C0A54148FC12,CA,U,2010,2001,,5.00,5.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
15,2683193,2022,39,100775819,IS0001421S,01C0A54148FC16,CA,U,2010,2001,,10.00,10.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
16,2683219,2022,39,100775819,IS0001422S,01C0A54148FC20,CA,U,2010,2001,,85.00,85.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
17,2683569,2022,39,100775819,IS0001444S,01C0ABDS1,CA,U,2010,2001,,123.00,123.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
18,2683581,2022,39,100766029,IS0001445S,01C0ABDS2,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
19,2683717,2022,39,100775819,IS0001451S,01C0AFHE27,CA,U,2010,2001,,7.00,7.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
20,2683759,2022,39,100775819,IS0001453S,01C0AFHE37,CA,U,2010,2001,,20.00,20.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
21,2684542,2022,39,100775819,IS0001505S,01C0F51302PNL,CA,U,2010,2001,,1.00,1.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
22,2684565,2022,39,100775819,IS0001506S,01C0F51302SNL,CA,U,2010,2001,,3.00,3.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
23,2684585,2022,39,100775819,IS0001507S,01C0F51303PNL,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
24,2684607,2022,39,100766029,IS0001508S,01C0F51303SNL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
25,2684653,2022,39,100775819,IS0001511S,01C0F513070NNNN,CA,U,2010,2001,,4.00,4.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
26,2684707,2022,39,100775819,IS0001514S,01C0F513670NNNN,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
27,2685141,2022,39,100775819,IS0001541S,01C0K30220S01,CA,U,2010,2001,,1.00,1.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
28,2685169,2022,39,100775819,IS0001542S,01C0K30220S02,CA,U,2010,2001,,372.00,372.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
29,2685337,2022,39,100775819,IS0001551S,01C0K30816S01,CA,U,2010,2001,,28.00,28.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
30,2685355,2022,39,100775819,IS0001552S,01C0K30816S03,CA,U,2010,2001,,26.00,26.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
31,2685433,2022,39,100775819,IS0001555S,01C0K30820S03,CA,U,2010,2001,,59.00,59.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
32,2685483,2022,39,100766029,IS0001558S,01C0K30822DS01,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
33,2685661,2022,39,100775819,IS0001567S,01C0K30916P01,CA,U,2010,2001,,112.00,112.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
34,2685677,2022,39,100775819,IS0001568S,01C0K30916P03,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
35,2685766,2022,39,100766029,IS0001572S,01C0K30920P03,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
36,2686652,2022,39,100766029,IS0001629S,01C0R29977Y1624PNL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
37,2688357,2022,39,100766029,IS0001754S,01C0R541480CW1335SNL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
38,2689508,2022,39,100775819,IS0001840S,01C0R541486CW1135PNL,CA,U,2010,2001,,4.00,4.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
39,2689639,2022,39,100775819,IS0001847S,01C0R541486CW1335PNL,CA,U,2010,2001,,4.00,4.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
40,2689657,2022,39,100766029,IS0001848S,01C0R541486CW1335SAL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
41,2689704,2022,39,100766029,IS0001850S,01C0R541486CW1335SNL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
42,2689769,2022,39,100775848,IS0001855S,01C0R541486CW1519SNL,CA,U,2010,2001,,1.00,1.00,0.00,0.00,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
43,2690021,2022,39,100775849,IS0001870S,01C0R541486CW1706SNL,CA,U,2010,2001,,1.00,1.00,0.00,0.00,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
44,2690098,2022,39,100766029,IS0001876S,01C0R541486CW1735PNL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
45,2690126,2022,39,100775850,IS0001877S,01C0R541486CW1735SAL,CA,U,2010,2001,,1.00,1.00,0.00,0.00,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
46,2690135,2022,39,100766029,IS0001878S,01C0R541486CW1735SNL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
47,2690237,2022,39,100775851,IS0001887S,01C0R541486CW2135PNL,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
48,2690261,2022,39,100766029,IS0001889S,01C0R541486CW2135SNL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
49,2690303,2022,39,100775852,IS0001892S,01C0R541486CW2141PNL,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
50,2690328,2022,39,100775853,IS0001893S,01C0R541486CW2335PNL,CA,U,2010,2001,,5.00,5.00,0.00,0.00,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
51,2690850,2022,39,100766029,IS0001929S,01C0R541486K0998SNL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
52,2691037,2022,39,100766029,IS0001941S,01C0R541486W09G05SNL,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
53,2693065,2022,39,100791030,IS0002066S,01CAN203120B,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
54,2693094,2022,39,100775854,IS0002068S,01CAN203122Y,CA,M,2010,2001,,600.00,600.00,0.00,0.00,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
55,2693127,2022,39,100791030,IS0002069S,01CAN203124W,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
56,2693170,2022,39,100791030,IS0002071S,01CAN211110,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
57,2693213,2022,39,100791030,IS0002072S,01CAN211112,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
58,2693222,2022,39,100775855,IS0002073S,01CAN211114,CA,M,2010,2001,,420.00,420.00,0.00,0.00,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
59,2693248,2022,39,100775856,IS0002074S,01CAN211116,CA,M,2010,2001,,361.00,361.00,0.00,0.00,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
60,2693297,2022,39,100781646,IS0002075S,01CAN211118,CA,M,2010,2001,,1235.00,1235.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
61,2693308,2022,39,100766029,IS0002076S,01CAN211120,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
62,2693393,2022,39,100791030,IS0002078S,01CAN211124,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
63,2693434,2022,39,100791030,IS0002080S,01CAN211220,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
64,2693462,2022,39,100781647,IS0002081S,01CAN211222,CA,M,2010,2001,,13.20,13.20,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
65,2693485,2022,39,100791030,IS0002082S,01CAN211224,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
66,2693510,2022,39,100781648,IS0002083S,01CAN211322,CA,M,2010,2001,,442.00,442.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
67,2693610,2022,39,100791030,IS0002089S,01EQT34500EMB02,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
68,2693650,2022,39,100791030,IS0002092S,01EQT53105A16P01,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
69,2693690,2022,39,100781649,IS0002093S,01EQT53105A20P01,CA,U,2010,2001,,30.00,30.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,QTY_GAP,,1,LFR1,EUR,1.0,0.0,25,2022
70,2693863,2022,39,100791030,IS0002105S,01EQTC0S200407122,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
71,2693941,2022,39,100791030,IS0002109S,01EQTC0S200507122,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
72,2693959,2022,39,100791030,IS0002110S,01EQTC0S200507914,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
73,2693997,2022,39,100791030,IS0002112S,01EQTC0S200507918,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
74,2694020,2022,39,100791030,IS0002113S,01EQTC0S200507920,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
75,2694089,2022,39,100766029,IS0002117S,01EQTC0S200511914,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
76,2694113,2022,39,100791030,IS0002118S,01EQTC0S200511918,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
77,2694183,2022,39,100775819,IS0002122S,01EQTC0S20A0307122,CA,U,2010,2001,,112.00,112.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
78,2694361,2022,39,100791030,IS0002133S,01EQTC0S300815902,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
79,2694571,2022,39,100775819,IS0002148S,01EQTC0S600305622,CA,U,2010,2001,,48.00,48.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
80,2694613,2022,39,100775819,IS0002150S,01EQTCF280520E,CA,U,2010,2001,,227.00,227.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
81,2694701,2022,39,100781650,IS0002155S,01EQTEC11,CA,U,2010,2001,,366.00,375.00,9.00,7.02,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,7.02,25,2022
82,2694714,2022,39,100791030,IS0002157S,01EQTMT850,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
83,2694769,2022,39,100791030,IS0002160S,01EQTPRL01R01,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
84,2694779,2022,39,100791030,IS0002161S,01EQTPRL01Y01,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
85,2694815,2022,39,100791030,IS0002163S,01EQTPRL02Y12,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
86,2694958,2022,39,100766029,IS0002171S,01EQTPRL08B01,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
87,2695014,2022,39,100791030,IS0002172S,01EQTPRL08B02,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
88,2695055,2022,39,100781651,IS0002173S,01EQTPRL08R01,CA,U,2010,2001,,19.00,19.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
89,2695089,2022,39,100781652,IS0002174S,01EQTPRL08Y01,CA,U,2010,2001,,97.00,97.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
90,2695165,2022,39,100781653,IS0002177S,01EQTRB231R,CA,U,2010,2001,,15.00,15.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
91,2695200,2022,39,100775819,IS0002178S,01EQTRB232R,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-06-20,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
92,2695262,2022,39,100791030,IS0002180S,01EQTRB313A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
93,2695387,2022,39,100791030,IS0002187S,01EQTRB72P4A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
94,2695402,2022,39,100791030,IS0002188S,01EQTSR0312S01,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
95,2695420,2022,39,100791030,IS0002189S,01EQTSR0312S02,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
96,2695506,2022,39,100791030,IS0002194S,01EQTTC201D22,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
97,2695520,2022,39,100766029,IS0002195S,01EQTTC212D22,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
98,2695652,2022,39,100781655,IS0002198S,01FFFRF4Y,CA,M,2010,2001,,1320.00,1320.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
99,2695718,2022,39,100791030,IS0002201S,01FFFTF4R,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
100,2695798,2022,39,100791030,IS0002206S,01PR02518BK,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
101,2695814,2022,39,100791030,IS0002207S,01PR0251BK,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
102,2696015,2022,39,100790918,IS0002222S,01PR0KYN364TR,CA,M,2010,2001,,3.60,3.60,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
103,2696030,2022,39,100791030,IS0002223S,01PR0KYN364TR0040,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
104,2696470,2022,39,100791030,IS0002238S,01PR0PF170RC105P15,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
105,2696523,2022,39,100791030,IS0002241S,01PR0PM01K085,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
106,2696534,2022,39,100781656,IS0002242S,01PR0PM01K085001,CA,U,2010,2001,,3.00,3.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
107,2696557,2022,39,100791030,IS0002243S,01PR0PM01K105,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
108,2696572,2022,39,100791030,IS0002244S,01PR0PM01K105001,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
109,2696586,2022,39,100790919,IS0002245S,01PR0PM01K125,CA,U,2010,2001,,39.00,39.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
110,2696620,2022,39,100791030,IS0002247S,01PR0PM01K165,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
111,2696658,2022,39,100766029,IS0002250S,01PR0PM01K185001,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
112,2696753,2022,39,100791030,IS0002255S,01PR0PM03K085,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
113,2696993,2022,39,100775841,IS0002266S,01PR0RFC225BK,CA,M,2010,2001,,262.19,264.00,1.81,3.79,EUR,2022-06-21,L0025830,X,,,,1,LFR1,EUR,1.0,3.79,25,2022
114,2697087,2022,39,100790920,IS0002274S,01PR0RNF12BK,CA,M,2010,2001,,10.80,10.80,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
115,2697150,2022,39,100790921,IS0002279S,01PR0RNF14BK,CA,M,2010,2001,,22.80,22.80,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
116,2697172,2022,39,100766029,IS0002281S,01PR0RNF14R,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
117,2697227,2022,39,100790922,IS0002285S,01PR0RNF34BK,CA,M,2010,2001,,3.60,3.60,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
118,2697267,2022,39,100790923,IS0002287S,01PR0SCL18BK,CA,M,2010,2001,,36.00,36.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
119,2697284,2022,39,100791004,IS0002288S,01PR0SCL18BK0020,CA,U,2010,2001,,73.20,63.60,-9.60,0.00,EUR,2022-07-04,,X,,QTY_GAP,,1,LFR1,EUR,1.0,0.0,27,2022
120,2697325,2022,39,100791030,IS0002292S,01PR0SCL38BK,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
121,2697414,2022,39,100791030,IS0002299S,01PR0TMS2W12,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
122,2697472,2022,39,100791030,IS0002302S,01PR0TMS2W316,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
123,2697484,2022,39,100791030,IS0002303S,01PR0TMS2W332,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
124,2697580,2022,39,100791030,IS0002309S,01PR0TMS4W332,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
125,2697747,2022,39,100791030,IS0002320S,02C0A501VER01,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
126,2697934,2022,39,100791030,IS0002332S,02C0F501N09BS001,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
127,2697974,2022,39,100791030,IS0002334S,02C0F501N25BS001,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
128,2698173,2022,39,100766029,IS0002347S,02CAC208,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
129,2698364,2022,39,100791030,IS0002359S,03CAN6001D01,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
130,2698407,2022,39,100791030,IS0002361S,03CAN6001D04,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
